Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Backstab (Small PvE),Riposte (Small PvE),Riposte (Large PvE),Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Sword,Scimitar,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Falchion,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Shamshir,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Grossmesser,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Bandit's Curved Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Shotel,110,67.5,67.5,67.5,67.5,135,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Scavenger's Curved Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Mantis Blade,110,67.5,67.5,67.5,67.5,135,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Beastman's Curved Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,55 + 165,68.75 + 550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,55 + 214.5,68.75 + 605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Flowing Curved Sword,110,67.5,67.5,67.5,67.5,135,55 + 165,110 + 110,68.75 + 68.75 + 687.5,68.75 + 68.75 + 687.5,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,121 + 121,121 + 121,302.5 + 302.5 + 302.5,75.625 + 75.625 + 756.25,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,55,110,121,121,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Serpent-God's Curved Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Magma Blade,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Spirit Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Nox Flowing Sword,110,67.5,67.5,67.5,67.5,135,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Wing of Astel,110,67.5,67.5,67.5,67.5,135,220 + (110 Projectile),220 + (110 Projectile),275 + (137.5 Projectile) + 550 + (137.5 Projectile),275 + (137.5 Projectile) + 550 + (137.5 Projectile),110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242 + (110 Projectile),242 + (110 Projectile),302.5 + (137.5 Projectile) + 605 + (137.5 Projectile),302.5 + (137.5 Projectile) + 605 + (137.5 Projectile),143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Falx,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,110.1 + 27.6,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,220,220,275 + 550,275 + 550,64.225 + 16.1 + 23 + 91.75,220,27.6 + 110.1,110.1 + 27.6,96.25 + 96.25 + 110 + 110,550,660,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,220,220,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Dancing Blade of Ranah,110,67.5,67.5,67.5,67.5,135,55 + 165,110 + 110,68.75 + 68.75 + 687.5,68.75 + 68.75 + 687.5,110,220,110,110,165,550,660,110.1 + 27.6,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,121 + 121,121 + 121,302.5 + 302.5 + 302.5,75.625 + 75.625 + 756.25,64.225 + 16.1 + 23 + 91.75,220,27.6 + 110.1,110.1 + 27.6,96.25 + 96.25 + 110 + 110,550,660,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,55,110,121,121,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Horned Warrior's Sword,110,67.5,67.5,67.5,67.5,135,220,220,275 + 550,275 + 550,110,220,110,110,165,550,660,110.1 + 27.6,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,220,220,275 + 550,275 + 550,64.225 + 16.1 + 23 + 91.75,220,27.6 + 110.1,110.1 + 27.6,96.25 + 96.25 + 110 + 110,550,660,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,220,220,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Eclipse Shotel,110,67.5,67.5,67.5,67.5,135,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,87.75,175.5,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,67.5,135,110,0,0,0,0,0,,220,220,242,242,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,145.2 + 145.2,,,16.1 + 64.225 + 23 + 91.75,27.6 + 110.1,27.6 + 110.1,96.25 + 96.25 + 110 + 110,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Greatsword,Dismounter,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Omen Cleaver,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,1103.52,297,272.25,297,297,297,735.68,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Monk's Flameblade,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Beastman's Cleaver,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Freyja's Greatsword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Bloodhound's Fang,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Onyx Lord's Greatsword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Zamor Curved Sword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,228.938,114.978,114.978,124.3,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Magma Wyrm's Scalesword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,1103.52,297,272.25,297,297,297,735.68,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Horned Warrior's Greatsword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Curved Greatsword,Morgott's Cursed Sword,228.938,114.978,114.978,124.3,,,309.1,309.1,1003.2,334.4 + 668.8,228.938,247.5,228.938,228.938,228.938,668.8,742.5,297,149.16,149.16,161.59,,,340.01,340.01,1103.52,367.84 + 735.68,297,272.25,297,297,297,668.8,742.5,137.363,137.363,137.363,148.5,,,123.75,0,0,0,0,0,,,,,,137.363 + 137.363,137.363 + 137.363,137.363 + 137.363,,,,137.363 + 137.363,103.175 + 61.05,137.363 + 137.363,372.24 + 372.24,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backhand Blade,Backhand Blade,110,67.5,67.5,67.5,67.5,135,220,220,825,275 + 550,110,46 + 183.5,110,110,165,550,220 + 440,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,145.2 + 145.2,132 + 132,132 + 132,453.75 + 453.75,302.5 + 302.5 + 302.5,27.6 + 110.1,27.6 + 27.6 + 110.1 + 110.1,72.6 + 72.6,27.6 + 110.1,99 + 99,302.5 + 302.5,226.875 + 226.875 + 226.875 + 110,110,67.5,67.5,67.5,67.5,135,0,0,0,0,0,0,,,,,,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,55.2 + 220.2,27.6 + 110.1,66 + 66,66 + 66,302.5 + 302.5,,50,50,100,100,25,300,50,50,100,100,25,300
Backhand Blade,Smithscript Cirque,110,67.5,67.5,67.5,67.5,135,50,50,75,75,110,50,110,110,165,50,75,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,145.2 + 145.2,27.5 + 27.5,27.5 + 27.5,40 + 40,40 + 40,27.6 + 110.1,27.5 + 27.5,72.6 + 72.6,27.6 + 110.1,99 + 99,27.5 + 27.5,40 + 40,110,67.5,67.5,67.5,67.5,135,0,0,0,0,0,0,,50,50,27.5 + 27.5,27.5 + 27.5,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,55.2 + 220.2,27.6 + 110.1,66 + 66,66 + 66,302.5 + 302.5,,50,50,100,50,,75,50,50,100,50,,75
Backhand Blade,Curseblade's Cirque,110,67.5,67.5,67.5,67.5,135,220,220,825,275 + 550,110,46 + 183.5,110,110,165,550,220 + 440,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,145.2 + 145.2,132 + 132,132 + 132,453.75 + 453.75,302.5 + 302.5 + 302.5,27.6 + 110.1,27.6 + 27.6 + 110.1 + 110.1,72.6 + 72.6,27.6 + 110.1,99 + 99,302.5 + 302.5,226.875 + 226.875 + 226.875 + 110,110,67.5,67.5,67.5,67.5,135,0,0,0,0,0,0,,,,,,27.6 + 110.1,27.6 + 110.1,27.6 + 110.1,132,27.6 + 110.1,55.2 + 220.2,27.6 + 110.1,66 + 66,66 + 66,302.5 + 302.5,,50,50,100,100,25,300,50,50,100,100,25,300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katana,Uchigatana,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Nagakiba,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Serpentbone Blade,110,67.5,67.5,67.5,135,,88 + 132,88 + 132,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,88 + 154,88 + 154,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Meteoric Ore Blade,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Moonveil,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Sword of Night,110,67.5,67.5,67.5,135,,88 + 132,88 + 132,275 + 550,275 + 550,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,88 + 154,88 + 154,302.5 + 605,302.5 + 605,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Rivers of Blood,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Katana,Dragonscale Blade,110,67.5,67.5,67.5,135,,220,220,825,825,110,220,110,110,165,550,660,143,87.75,87.75,87.75,175.5,,242,242,907.5,907.5,143,242,143,143,214.5,605,726,110,67.5,67.5,67.5,135,,110,0,0,0,0,0,,,,,,18.4 + 146.8,18.4 + 146.8,18.4 + 146.8,121 + 121,,,18.4 + 146.8,72.6 + 72.6,18.4 + 146.8,206.25 + 206.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
