Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Backstab (Small PvE),Riposte (Small PvE),Riposte (Large PvE),Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Colossal Sword,Watchdog's Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Fire Knight's Greatsword,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Troll's Golden Sword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Troll Knight's Sword,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Moonrithyll's Knight Sword,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Royal Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Grafted Blade Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Ruins Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard + (Standard AoE),Standard + (Standard AoE),Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard + (Standard AoE),Standard + (Standard AoE),Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Ancient Meteoric Ore Greatsword,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Starscourge Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard,Standard,Standard,Standard,Standard + Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Greatsword of Radahn (Lord),Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard,Standard,Standard,Standard,Standard + Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Greatsword of Radahn (Light),Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard,Standard,Standard,Standard,Standard + Standard,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Godslayer's Greatsword,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Colossal Sword,Maliketh's Black Blade,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard,Pierce,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,,,,,Standard + Standard,Standard + Standard,Standard + Standard,,,,Standard + Standard,Standard + Standard,Standard + Standard,Standard + Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusting Sword,Rapier,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Estoc,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Noble's Estoc,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Cleanrot Knight's Sword,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Rogier's Rapier,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Antspur Rapier,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Frozen Needle,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),(Pierce Projectile),Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Thrusting Sword,Carian Sorcery Sword,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Pierce + Pierce + Pierce,Standard + Pierce,Pierce + Pierce + Pierce,,,Pierce + Pierce,Pierce + Pierce,Standard + Standard,Standard + Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Thrusting Sword,Great Épée,Pierce,Pierce,Pierce,Standard,Pierce,,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Heavy Thrusting Sword,Godskin Stitcher,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce + Pierce,Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Pierce,Pierce,Pierce + Pierce,Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Heavy Thrusting Sword,Queelign's Greatsword,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Heavy Thrusting Sword,Bloody Helice,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Heavy Thrusting Sword,Dragon King's Cragblade,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
Heavy Thrusting Sword,Sword Lance,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce + Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,Pierce,Standard,Standard,Standard,Standard,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,,,,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,Pierce + Pierce,,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Sword,Scimitar,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Falchion,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Shamshir,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Grossmesser,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Bandit's Curved Sword,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Shotel,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
Curved Sword,Scavenger's Curved Sword,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,,,Slash + Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash + Slash,,Slash,Slash,Slash,Slash,Slash,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash + Slash
